track_name,artist,album,track_url,preview_url,artist_url,genres,file_location,spectrogram
Demon King,Brand of Sacrifice,Demon King,https://api.spotify.com/v1/tracks/7ynraW89Jj7tPYLaNihl6v,https://p.scdn.co/mp3-preview/a8d35621ee27545f93c894eb89d54968c49654c7?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4d6Rawrese4OLF1zZCztod,"['progressive', 'deathcore', 'symphonic']",../data/audio/Demon King-Brand of Sacrifice.wav,../data/images/spectrograms/Demon King_Brand of Sacrifice_spectro.png
Iconoclast,Decapitated,Cancer Culture,https://api.spotify.com/v1/tracks/2I0caLwd3Rc84Hr147WH6S,https://p.scdn.co/mp3-preview/8a231d744c9b4b0ca044438af6779ca9817c28f6?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/17MbhJOaaPHuWnRaWU9xkc,"['death', 'metal', 'technical', 'groove']",../data/audio/Iconoclast-Decapitated.wav,../data/images/spectrograms/Iconoclast_Decapitated_spectro.png
Thick As Blood,Hollow Front,The Price Of Dreaming,https://api.spotify.com/v1/tracks/1ALVr49q6IjFtzMajHvaU9,https://p.scdn.co/mp3-preview/7ae56b3c34ab66de058717ad7c0495ff0dfadde5?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/50YmW8f4U5IxTIwYI9mGAe,"['metalcore', 'melodic', 'hardcore']",../data/audio/Thick As Blood-Hollow Front.wav,../data/images/spectrograms/Thick As Blood_Hollow Front_spectro.png
Reborn,Xandria,Reborn,https://api.spotify.com/v1/tracks/2rrA5aGSHeye6rrLwOALyL,https://p.scdn.co/mp3-preview/fd58de7a59a516f10664790c4469b1573d9e87d8?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1jzIEzXVJ4p1kFDmio6LEL,"['metal', 'gothic', 'symphonic', 'melodic', 'opera']",../data/audio/Reborn-Xandria.wav,../data/images/spectrograms/Reborn_Xandria_spectro.png
Blame The Dead,Ovtlier,Blame The Dead,https://api.spotify.com/v1/tracks/0J61oEMQf0BIu4ljZjhbVv,https://p.scdn.co/mp3-preview/c39cfb238f2d2f8c9e168a73962cb89351f8d249?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/33EsLV9XuU86eBafBHYL0G,['gymcore'],../data/audio/Blame The Dead-Ovtlier.wav,../data/images/spectrograms/Blame The Dead_Ovtlier_spectro.png
Beyond Your Reach,Horizon Ignited,Beyond Your Reach,https://api.spotify.com/v1/tracks/4h6LEoX1Ouz7lVH332Z3gN,https://p.scdn.co/mp3-preview/d275e32d50cb6f14a75f15c99ff8f8ff39894e1b?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6ckq60ZYOQgb3qpcBIWt1E,"['melodeath', 'metal', 'metalcore', 'melodic', 'death']",../data/audio/Beyond Your Reach-Horizon Ignited.wav,../data/images/spectrograms/Beyond Your Reach_Horizon Ignited_spectro.png
Losing You,Our Promise,Losing You,https://api.spotify.com/v1/tracks/1if0Z6htYQenIrHO23yl28,https://p.scdn.co/mp3-preview/6903edfb1f420bfc71c64d921f4c235e8e216809?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4ISeDymLgZtEyx5Dy4BaqD,['metalcore'],../data/audio/Losing You-Our Promise.wav,../data/images/spectrograms/Losing You_Our Promise_spectro.png
Wake Up,Main-De-Gloire,Wake Up,https://api.spotify.com/v1/tracks/2o6RCNLNpmUddXq55F7Hk6,https://p.scdn.co/mp3-preview/721f23922dc652d1a10d30a636960694fa3082dd?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1YcOnsBEycC9X5OY6kUzmV,['post-hardcore'],../data/audio/Wake Up-MainDeGloire.wav,../data/images/spectrograms/Wake Up_MainDeGloire_spectro.png
Justitia (feat. Sven de Caluwé),BAEST,Justitia - EP,https://api.spotify.com/v1/tracks/2VzZPVo5Sg0gJYPgcLk5Ct,https://p.scdn.co/mp3-preview/8c53c6dba3160b79c8412572e3226e777116e6c4?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4UtjZRQc6qXhAd1kqyLvqp,"['death', 'metal']",../data/audio/Justitia feat Sven de Caluw-BAEST.wav,../data/images/spectrograms/Justitia feat Sven de Caluw_BAEST_spectro.png
Stairs Of Ragusa,Mentalist,Stairs Of Ragusa,https://api.spotify.com/v1/tracks/538ErIkUcGOqfz5HsOYv14,https://p.scdn.co/mp3-preview/bef571352007c991ea806247e1b50359ae6b9a35?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0FqWOgn92qjlFjYcmoesrs,"['power', 'metal', 'melodic', 'symphonic']",../data/audio/Stairs Of Ragusa-Mentalist.wav,../data/images/spectrograms/Stairs Of Ragusa_Mentalist_spectro.png
Sea of Red,So It Begins,Sea of Red,https://api.spotify.com/v1/tracks/1aPLNkO5PFLSLEGBgIpJM7,https://p.scdn.co/mp3-preview/00351c5720a55ff322c0d7d94902738d240e4f2a?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/7vxGPhqKXcDxc24Xm9IGpV,['metalcore'],../data/audio/Sea of Red-So It Begins.wav,../data/images/spectrograms/Sea of Red_So It Begins_spectro.png
Psalms of Death,Lonewolf,Psalms of Death,https://api.spotify.com/v1/tracks/6SMPWyGrXMTM7TtVxB8wdg,https://p.scdn.co/mp3-preview/9a9b88135042e4cfd6e210e25ac8a483a523b811?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3zn6Fa4a9bUUmgXH6sH7IC,['nu metalcore'],../data/audio/Psalms of Death-Lonewolf.wav,../data/images/spectrograms/Psalms of Death_Lonewolf_spectro.png
If I Had Wings,Xaon,If I Had Wings,https://api.spotify.com/v1/tracks/2Y8vjhHURYBS20xpxnwbly,https://p.scdn.co/mp3-preview/1e9bfc44e4d218dd19d13dd1686a7f238f2b3e06?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5MxqNOyXOnWwKgoj6uX1zz,"['metal', 'melodic', 'death', 'symphonic']",../data/audio/If I Had Wings-Xaon.wav,../data/images/spectrograms/If I Had Wings_Xaon_spectro.png
Not Gonna Make It,Aphyxion,Not Gonna Make It,https://api.spotify.com/v1/tracks/7DyFbuyGjcrNNOjmir8Xwy,https://p.scdn.co/mp3-preview/e8e0b4c5cd431aa7ee7104ab7f6cf738565e327d?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/40UIlN4YEByXy4ewEZmqXu,"['death', 'metal']",../data/audio/Not Gonna Make It-Aphyxion.wav,../data/images/spectrograms/Not Gonna Make It_Aphyxion_spectro.png
Polaris,Eighteen April,Polaris,https://api.spotify.com/v1/tracks/1vsOPyPgTWhbR8o9FrLEpb,https://p.scdn.co/mp3-preview/358623b3ba00318de509b1f3d8d162bd33e5dd32?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3y2SEavdyP2CHJ501TSNdR,['metal'],../data/audio/Polaris-Eighteen April.wav,../data/images/spectrograms/Polaris_Eighteen April_spectro.png
Faded Out (feat. Within Temptation),Asking Alexandria,Faded Out (feat. Within Temptation),https://api.spotify.com/v1/tracks/5l4DU5tgUtLqFSxir6y0dp,https://p.scdn.co/mp3-preview/8a8e6c29802ad0386c35adccbd4fd5b1ae675129?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1caBfBEapzw8z2Qz9q0OaQ,"['melodic', 'metalcore', 'screamo', 'trancecore']",../data/audio/Faded Out feat Within Temptation-Asking Alexandria.wav,../data/images/spectrograms/Faded Out feat Within Temptation_Asking Alexandria_spectro.png
Sunset over the Empire,Arch Enemy,Sunset over the Empire,https://api.spotify.com/v1/tracks/1AtE4xrxLR7nSPWSk1VGqM,https://p.scdn.co/mp3-preview/376b376619af060d7aa6890c818e54c1c870f86c?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0DCw6lHkzh9t7f8Hb4Z0Sx,"['death', 'metal', 'melodic', 'melodeath']",../data/audio/Sunset over the Empire-Arch Enemy.wav,../data/images/spectrograms/Sunset over the Empire_Arch Enemy_spectro.png
Coming Storm,Septicflesh,Modern Primitive,https://api.spotify.com/v1/tracks/1QISerMz8cRzCGBhJkTC64,https://p.scdn.co/mp3-preview/bbdf57c29ebcc6baf3dc04840f526115e30e602c?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5MlEt7qqXqNSReeX76xK6b,"['metal', 'melodic', 'death', 'symphonic']",../data/audio/Coming Storm-Septicflesh.wav,../data/images/spectrograms/Coming Storm_Septicflesh_spectro.png
Cut Throat,Fame on Fire,Cut Throat,https://api.spotify.com/v1/tracks/2sICZQ4Ixmet50hroTflc3,https://p.scdn.co/mp3-preview/8bf45afc62a46c861785536d2a25d2f268ca3994?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/10Z7WzKMeIdNBKexi1YarP,['post-hardcore'],../data/audio/Cut Throat-Fame on Fire.wav,../data/images/spectrograms/Cut Throat_Fame on Fire_spectro.png
Suffer,Dragged Under,Suffer,https://api.spotify.com/v1/tracks/66ZM0tKioRCiW5TyPUdfpl,https://p.scdn.co/mp3-preview/d5656ef14a8f28358947d093e941b52eff6d0deb?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3D1uNqaasEWzallSxKo1cH,['metalcore'],../data/audio/Suffer-Dragged Under.wav,../data/images/spectrograms/Suffer_Dragged Under_spectro.png
Wind of Change,Any Given Day,Wind of Change,https://api.spotify.com/v1/tracks/0hEQ9FOLJuSdjgNJObBnQt,https://p.scdn.co/mp3-preview/91e6f62526f1540f2f59a5a89a94025ecd3e418f?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4p6RoajGbtqLSfYZpFxHyU,"['metalcore', 'post-hardcore']",../data/audio/Wind of Change-Any Given Day.wav,../data/images/spectrograms/Wind of Change_Any Given Day_spectro.png
The Wicked Rule The Night,Avantasia,The Wicked Rule The Night,https://api.spotify.com/v1/tracks/7GuZED83VYeWCoXJPysg7e,https://p.scdn.co/mp3-preview/16f5e72b6e9cf7ecaf4c34964afa6382158ad4c6?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1Ih0fEQQsy9EeAJbYEeQRa,"['metal', 'power', 'melodic', 'neo', 'classical', 'opera', 'symphonic']",../data/audio/The Wicked Rule The Night-Avantasia.wav,../data/images/spectrograms/The Wicked Rule The Night_Avantasia_spectro.png
Jabberwocky,RedHook,Jabberwocky,https://api.spotify.com/v1/tracks/20Z3wEq4zdirEQgnB3K5EU,https://p.scdn.co/mp3-preview/1baa4fea91a95e3b40acee803bd56a601be90dcb?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6OVWDN6Ty6RfnhUJlrYBlI,"['alternative', 'rock', 'slayer']",../data/audio/Jabberwocky-RedHook.wav,../data/images/spectrograms/Jabberwocky_RedHook_spectro.png
Hell Is My Purgatory,Grave Digger,Hell Is My Purgatory,https://api.spotify.com/v1/tracks/3vis6eXBCRzBfbgliNoMdt,https://p.scdn.co/mp3-preview/e10c96b621e6f7e3a0fe3dfad2b0dc93416b5616?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6mfghV4I1CD17FOhDKq7cJ,"['metal', 'power', 'hard', 'rock', 'melodic', 'neo', 'classical', 'speed']",../data/audio/Hell Is My Purgatory-Grave Digger.wav,../data/images/spectrograms/Hell Is My Purgatory_Grave Digger_spectro.png
Uninstall,Our Last Night,Uninstall,https://api.spotify.com/v1/tracks/3j6PTmfO14WXI7LuHnfucf,https://p.scdn.co/mp3-preview/691b23a07b9b15bf60721396a91ef22d4af6bdbf?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/00YTqRClk82aMchQQpYMd5,"['metalcore', 'modern', 'rock', 'screamo']",../data/audio/Uninstall-Our Last Night.wav,../data/images/spectrograms/Uninstall_Our Last Night_spectro.png
UFO Party,Young Medicine,UFO Party,https://api.spotify.com/v1/tracks/1qmxvfIHqceUV1XD5ESJz0,https://p.scdn.co/mp3-preview/35cda9c5b82a250da8756e7cb7abb6009b26e645?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0Cojc5p5tlHl9I61q3ddjQ,"['gymcore', 'post-hardcore']",../data/audio/UFO Party-Young Medicine.wav,../data/images/spectrograms/UFO Party_Young Medicine_spectro.png
Cloud Connected,Ember Falls,Cloud Connected,https://api.spotify.com/v1/tracks/1kW77GXUSIbAkY5ZonCAUJ,https://p.scdn.co/mp3-preview/8ccf3b2a8360db4cb38cc999b8ebf45b3c0cc7b6?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6RbFulf0Q38msfpcgh8e0m,"['electronic', 'djent', 'metal', 'melodic']",../data/audio/Cloud Connected-Ember Falls.wav,../data/images/spectrograms/Cloud Connected_Ember Falls_spectro.png
Cronus,White Ward,Cronus,https://api.spotify.com/v1/tracks/6zJpwKcGg87QLxiRNrMP8W,https://p.scdn.co/mp3-preview/2a2b578cdab2b99571b365f524788d8fc5f2a11f?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/61D6KlxqzZEAWfD2CGc6Qp,"['atmospheric', 'black', 'metal', 'death']",../data/audio/Cronus-White Ward.wav,../data/images/spectrograms/Cronus_White Ward_spectro.png
Deathbound (feat. Rob Watson),Get The Shot,Deathbound (feat. Rob Watson),https://api.spotify.com/v1/tracks/5MEy0c82ohVIha9Tqq3HnU,https://p.scdn.co/mp3-preview/83446ad7559e99facc7a8ea9b237cb56f42f8c83?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/47YTOUaDKlPoDHr00r5Wu2,"['hardcore', 'punk']",../data/audio/Deathbound feat Rob Watson-Get The Shot.wav,../data/images/spectrograms/Deathbound feat Rob Watson_Get The Shot_spectro.png
IMAGO,Space Of Variations,IMAGO,https://api.spotify.com/v1/tracks/2VyENkTDQPz6hXE1hkCbkk,https://p.scdn.co/mp3-preview/d99596acbc9beef5be04a7c6d82fd9b325e7a384?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6mcSNYbGthL93gHZEIdsw6,"['metal', 'metalcore']",../data/audio/IMAGO-Space Of Variations.wav,../data/images/spectrograms/IMAGO_Space Of Variations_spectro.png
Ov My Herculean Exile,Behemoth,Ov My Herculean Exile,https://api.spotify.com/v1/tracks/6RqT1YOVMVjDATyYKsBpaO,https://p.scdn.co/mp3-preview/43d0e4dcfc6448d99f97f60c90a72c450e8088b4?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1MK0sGeyTNkbefYGj673e9,"['black', 'metal', 'death', 'folk']",../data/audio/Ov My Herculean Exile-Behemoth.wav,../data/images/spectrograms/Ov My Herculean Exile_Behemoth_spectro.png
IOU,Five Finger Death Punch,IOU,https://api.spotify.com/v1/tracks/3nqpRRpUhwfo6BqibVqeuj,https://p.scdn.co/mp3-preview/423efcef164a0733b249956182199aa9acce2b5e?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5t28BP42x2axFnqOOMg3CM,"['alternative', 'metal', 'groove', 'nu']",../data/audio/IOU-Five Finger Death Punch.wav,../data/images/spectrograms/IOU_Five Finger Death Punch_spectro.png
Övergivenheten - Single Edit,Soilwork,Övergivenheten,https://api.spotify.com/v1/tracks/4N7F0yJ3IqPJbsqB3z0huv,https://p.scdn.co/mp3-preview/6959192400556d9e7cf5f522df359bfebe3c1b3b?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/7wqP36o9lqWteOCxBnXlwx,"['alternative', 'metal', 'melodic', 'death', 'groove', 'metalcore', 'nu', 'melodeath']",../data/audio/vergivenheten  Single Edit-Soilwork.wav,../data/images/spectrograms/vergivenheten  Single Edit_Soilwork_spectro.png
Slaughterhouse (feat. Bryan Garris Of Knocked Loose),Motionless In White,Slaughterhouse (feat. Bryan Garris Of Knocked Loose),https://api.spotify.com/v1/tracks/4DzJ41A6qR14hHtS1djvdX,https://p.scdn.co/mp3-preview/79a39bb755a926bd1ec47e46fdc4b35ce27005ef?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6MwPCCR936cYfM1dLsGVnl,['metalcore'],../data/audio/Slaughterhouse feat Bryan Garris Of Knocked Loose-Motionless In White.wav,../data/images/spectrograms/Slaughterhouse feat Bryan Garris Of Knocked Loose_Motionless In White_spectro.png
PSYCHO,Self Deception,PSYCHO,https://api.spotify.com/v1/tracks/4hML3fFHY3xtJdGqlmNgw0,https://p.scdn.co/mp3-preview/3194b9088038eabd4a264215f01d43174e6fcf2d?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0FHW0Lp33r3fvIG0HL4mW0,"['gymcore', 'post-hardcore', 'alternative', 'rock']",../data/audio/PSYCHO-Self Deception.wav,../data/images/spectrograms/PSYCHO_Self Deception_spectro.png
Sun//Eater,Lorna Shore,Sun//Eater,https://api.spotify.com/v1/tracks/1QeQ1bq6jitMzdgNu8nK1L,https://p.scdn.co/mp3-preview/575b2c01dd80dc95441e996a3320f8d9b77a8085?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6vXYoy8ouRVib302zxaxFF,"['black', 'deathcore', 'symphonic']",../data/audio/SunEater-Lorna Shore.wav,../data/images/spectrograms/SunEater_Lorna Shore_spectro.png
Battle of Life,Civil War,Battle of Life,https://api.spotify.com/v1/tracks/2Pytrf2aiAIke6VdmycgCv,https://p.scdn.co/mp3-preview/4d3b26c6cd71d956501aeb75b5c01fa61182bed3?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6lGzC0JJCotCU9QZ2Lgi8T,"['melodic', 'metal']",../data/audio/Battle of Life-Civil War.wav,../data/images/spectrograms/Battle of Life_Civil War_spectro.png
Cross My Heart,Eyes Wide Open,Cross My Heart,https://api.spotify.com/v1/tracks/2icamhwuMDLOPIGcTq3qxg,https://p.scdn.co/mp3-preview/3ac82674fe2480fb2c1bda0c6a86e98965810721?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1AYs2fxCu0pV8iKaguz4po,"['gymcore', 'metalcore', 'rock']",../data/audio/Cross My Heart-Eyes Wide Open.wav,../data/images/spectrograms/Cross My Heart_Eyes Wide Open_spectro.png
On the Sea,Tungsten,On the Sea,https://api.spotify.com/v1/tracks/140YrjpNRIohRgiUed4OIw,https://p.scdn.co/mp3-preview/f1628c61298736bb9e1251505f33aaa81c3fc6d0?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/529eA6ZaD8bWorDonM2wnm,"['melodic', 'metal']",../data/audio/On the Sea-Tungsten.wav,../data/images/spectrograms/On the Sea_Tungsten_spectro.png
Suffocate,Execution Day,Suffocate,https://api.spotify.com/v1/tracks/7aIKpaMchQAKcNv7W8GQhv,https://p.scdn.co/mp3-preview/d77a96166c195ceac1095a1867719cad1ed43726?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3f3CYDS0i8Z0Egxp9gwD1Z,['metalcore'],../data/audio/Suffocate-Execution Day.wav,../data/images/spectrograms/Suffocate_Execution Day_spectro.png
White Rabbit,Saving Vice,White Rabbit,https://api.spotify.com/v1/tracks/48gotqEngeagErLW3C1FUs,https://p.scdn.co/mp3-preview/d0c3bbce4aadbbc23c2d71ee6935cd80b09ca8db?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1bN0Zx15XhmvTjNF2cPs0b,"['metalcore', 'melodic', 'post-hardcore']",../data/audio/White Rabbit-Saving Vice.wav,../data/images/spectrograms/White Rabbit_Saving Vice_spectro.png
Beyond the Grave,Jungle Rot,A Call to Arms,https://api.spotify.com/v1/tracks/1KCHXZvHdZX0SwwFXpC3Xc,https://p.scdn.co/mp3-preview/e7e79da8540ef183ae9337c41c5f5d939a192007?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2kIYZ2eHRnAbaPYE860qNx,"['death', 'metal']",../data/audio/Beyond the Grave-Jungle Rot.wav,../data/images/spectrograms/Beyond the Grave_Jungle Rot_spectro.png
Psycho,Memoremains,Psycho,https://api.spotify.com/v1/tracks/7MZ3gXOR1VgTHPaxbEGGcy,https://p.scdn.co/mp3-preview/58cd9d637c69fcabcb46262d731e54c22587af7d?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/59YzmPPL4s9KUfV4kqWYS1,"['melodic', 'metal', 'slayer', 'symphonic']",../data/audio/Psycho-Memoremains.wav,../data/images/spectrograms/Psycho_Memoremains_spectro.png
Talk to Me,Scarlett O'Hara,Talk to Me,https://api.spotify.com/v1/tracks/5Ksj30jkBKURjP37bJHt6y,https://p.scdn.co/mp3-preview/97f5b50fe9067ca897a31eb2cf24a40647c36847?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5ePmU5aXpdUJvBhlzEyjHp,"['metalcore', 'screamo', 'trancecore']",../data/audio/Talk to Me-Scarlett OHara.wav,../data/images/spectrograms/Talk to Me_Scarlett OHara_spectro.png
Sacred Heart,Mob Rules,Sacred Heart,https://api.spotify.com/v1/tracks/6zPtbPCbuZVUNjzW1nZMzx,https://p.scdn.co/mp3-preview/013c4c723e370c7138feffc8f149461c63aa5aaa?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/13dxEWLoiRvGU1MK4nVUj4,"['metal', 'power', 'melodic', 'neo', 'classical']",../data/audio/Sacred Heart-Mob Rules.wav,../data/images/spectrograms/Sacred Heart_Mob Rules_spectro.png
Rend Asunder,Psycroptic,Rend Asunder,https://api.spotify.com/v1/tracks/222zgxKUhLSmH3SRQcVgjW,https://p.scdn.co/mp3-preview/acc70c39054fd1f498c0cd933fcd5bf2364a3565?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2O8ZayBAqBqoXujSAAx7pm,"['death', 'metal', 'technical']",../data/audio/Rend Asunder-Psycroptic.wav,../data/images/spectrograms/Rend Asunder_Psycroptic_spectro.png
I Don't Know You,Thundermother,I Don't Know You,https://api.spotify.com/v1/tracks/7ay7vDG9NyF2NTrH15jpPZ,https://p.scdn.co/mp3-preview/ad49f34a2e21a70179dcc86b97802ccfd2ba2a3b?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/18jTFcgHRRYHdwdof1MDZw,"['modern', 'hard', 'rock']",../data/audio/I Dont Know You-Thundermother.wav,../data/images/spectrograms/I Dont Know You_Thundermother_spectro.png
Break The Habit,Manafest,I Run With Wolves,https://api.spotify.com/v1/tracks/5jl8iC4QC8GFFUR0Uae1tN,https://p.scdn.co/mp3-preview/23b6ab1658cbb7bbe58dd6a41aadacf482a75304?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4uOFEWy9mIcvQbr03IbPcL,"['christian', 'alternative', 'rock', 'hip', 'hop', 'rap']",../data/audio/Break The Habit-Manafest.wav,../data/images/spectrograms/Break The Habit_Manafest_spectro.png
Thinking in Tongues,Suicide Silence,Thinking in Tongues,https://api.spotify.com/v1/tracks/4bWxvvHZSbnCERC2liTnIq,https://p.scdn.co/mp3-preview/64383b3c89d1f8a80697ef30a94827ae0dbd6b0c?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6HZr7Fs2VfV1PYHIwo8Ylc,"['deathcore', 'melodic', 'metalcore']",../data/audio/Thinking in Tongues-Suicide Silence.wav,../data/images/spectrograms/Thinking in Tongues_Suicide Silence_spectro.png
Code of Honor,Upon A Burning Body,Fury,https://api.spotify.com/v1/tracks/1ejDrrIUJvvZnXWkiXdABO,https://p.scdn.co/mp3-preview/750b4a1b1531a92c8b0a22190d82ada8d07c186b?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1bPBx2qbpWzEoLujeHC3G7,"['deathcore', 'melodic', 'metalcore', 'metal']",../data/audio/Code of Honor-Upon A Burning Body.wav,../data/images/spectrograms/Code of Honor_Upon A Burning Body_spectro.png
Your Turn,Memphis May Fire,Your Turn,https://api.spotify.com/v1/tracks/3dSWxpIMFUjzAyqZieivD0,https://p.scdn.co/mp3-preview/9516c4b2dfcd76e5ae3cdc4aafe22ae8dc4b21b2?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/7cNNNhdJDrt3vgQjwSavNf,"['melodic', 'metalcore', 'post-hardcore', 'screamo']",../data/audio/Your Turn-Memphis May Fire.wav,../data/images/spectrograms/Your Turn_Memphis May Fire_spectro.png
Monarch,FALSET,Monarch,https://api.spotify.com/v1/tracks/5Ugpbyb2k67sxkSNY9iV1L,https://p.scdn.co/mp3-preview/887b1d1f08a455f478e7fd80d8f07095b3df7ae8?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1MFXcQZArEw9xQliAaBHAa,['metalcore'],../data/audio/Monarch-FALSET.wav,../data/images/spectrograms/Monarch_FALSET_spectro.png
Creature,BAEST,Creature,https://api.spotify.com/v1/tracks/0LvCcGF4qx5tuAJAio5z7H,https://p.scdn.co/mp3-preview/55dfa4768c8c96814a2001dc5aaa60788d6295fb?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4UtjZRQc6qXhAd1kqyLvqp,"['death', 'metal']",../data/audio/Creature-BAEST.wav,../data/images/spectrograms/Creature_BAEST_spectro.png
Golden,Cabin Boy Jumped Ship,Golden,https://api.spotify.com/v1/tracks/1ouizNk5B4Q3CFwP8IoCNp,https://p.scdn.co/mp3-preview/f339248eb65395dd8b07015f715fba5f20aa9421?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4DgFNYd8vdx6ew57alHC0S,"['electronic', 'djent', 'metalcore', 'post-hardcore']",../data/audio/Golden-Cabin Boy Jumped Ship.wav,../data/images/spectrograms/Golden_Cabin Boy Jumped Ship_spectro.png
I Will Return,Earth Caller,I Will Return,https://api.spotify.com/v1/tracks/0AQcFVw3RkS01iMfs24qUt,https://p.scdn.co/mp3-preview/49cbda74027b115a74fad133bb6b4c121bec0fb0?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0t3PBFciaPWM5uMksLH1AW,['post-hardcore'],../data/audio/I Will Return-Earth Caller.wav,../data/images/spectrograms/I Will Return_Earth Caller_spectro.png
Venenosa,Thousand Below,Venenosa,https://api.spotify.com/v1/tracks/39Vg7SGvdJTeEq3rtKKwk2,https://p.scdn.co/mp3-preview/bacf1db44e1643eefc9da4620dc225282828fda6?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0iU3WDujScAofxcK2EMypN,"['metalcore', 'post-hardcore']",../data/audio/Venenosa-Thousand Below.wav,../data/images/spectrograms/Venenosa_Thousand Below_spectro.png
The Vulture Club,Fozzy,Boombox,https://api.spotify.com/v1/tracks/15R3KwPfM0dZS0TAc2vbwm,https://p.scdn.co/mp3-preview/a258f8f6da12cd58deb9def5ab671e0b0b455104?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/59CIPNdUfewexxn1CJEdp5,"['alternative', 'metal', 'comic']",../data/audio/The Vulture Club-Fozzy.wav,../data/images/spectrograms/The Vulture Club_Fozzy_spectro.png
